State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Non_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle,Households_with_Landline_only,Households_with_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_River_Canal_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Power_Parity_Less_than_Rs_45000,sex_ratio
Orissa,Bhadrak,20.95262735,86.81496205,378,ORISSA,1506337,760260,746077,1094140,596269,497871,334896,168687,166209,30428,15361,15067,468599,409559,59040,1037738,151377,14451,146815,1398543,104202,745,169,81,111,61,2425,15864,164636,2637,15609,373862,54244,428106,210736,391081,177013,71815,67536,848660,393629,260486,184434,3670,51374,34791,6947,152222,3134,86821,165031,5862,58614,62233,296688,8307,284168,846,107092,108838,2171,13097,48040,485,98
Orissa,Cuttack,20.40764065,85.77768102,381,ORISSA,2624470,1352760,1271710,2011469,1103033,908436,498633,254456,244177,93745,47437,46308,936365,761876,174489,1688105,248298,51809,497560,2457729,141263,11985,1026,6276,1180,168,4843,103177,349587,15046,40589,579529,210768,790297,289414,545514,328319,159456,181601,1372301,743090,499895,391982,15494,101749,132934,15390,258129,23064,236867,298570,25051,189715,205665,494043,58873,303301,4366,189955,236109,1297,123194,129190,743,94
Orissa,Dhenkanal,20.79887159,85.53226836,383,ORISSA,1192811,612593,580218,829910,464093,365817,234079,118755,115324,162056,80878,81178,435533,340552,94981,757278,163636,17312,183355,1185542,4805,727,124,366,39,139,1069,19846,117172,1810,10600,315390,36979,352369,188872,238599,132002,53162,43064,641697,326233,222398,159449,3533,23281,36224,3472,88778,3383,66148,98136,5886,43089,51080,263641,9666,97504,9934,96086,54498,1476,17395,62796,373,95
Orissa,Gajapati,19.12108088,84.14015092,389,ORISSA,577817,282882,294935,262537,153663,108874,39175,19037,20138,313714,151902,161812,293933,155907,138026,283884,153199,5370,70302,353160,1556,219482,53,2180,66,4,1316,12035,63112,635,5523,152095,23050,175145,68405,76419,36977,17084,12556,345387,144043,85072,28704,656,5245,8521,1791,31087,871,23672,34820,1942,21818,23322,119272,7161,43514,3098,68293,12927,555,27133,21718,193,104
Orissa,Ganjam,19.26326176,84.8029771,388,ORISSA,3529031,1779218,1749813,2210050,1262652,947398,688235,342111,346124,118928,59172,59756,1501772,990027,511745,2027259,565448,56274,595107,3486059,13315,23975,590,174,170,76,4672,120191,405298,9049,41059,795476,219918,1015394,518072,767140,297490,121151,97147,1980232,924756,613249,369914,9066,47866,100866,14496,335644,15361,257515,368877,18737,170397,215821,672524,74534,318506,17577,360704,140804,11414,196326,172552,1066,98
Orissa,Jharsuguda,21.82705857,83.93581682,371,ORISSA,579505,296690,282815,405879,228092,177787,104620,52580,52040,176758,88273,88485,247707,172018,75689,331798,56809,15836,134195,553587,12783,10462,1441,80,70,67,1015,18950,81433,2498,7555,103224,73962,177186,69122,101541,70928,32909,22010,320156,159477,98555,102328,3966,7135,32916,2216,59416,4526,57831,65742,4110,34457,35184,107762,21243,76358,435,57057,34670,1282,24394,41543,157,95
Orissa,Kalahandi,19.78425309,83.11240438,395,ORISSA,1576869,787101,789768,802036,484177,317859,286580,142133,144447,449456,221171,228285,751930,447290,304640,824939,436733,18453,151753,1555367,4975,11160,796,175,1225,220,2951,17610,91171,1953,12622,456336,38412,494748,213426,225468,94044,40383,27385,880160,415778,275533,226852,3547,36291,34156,3469,88061,2825,58571,95057,3527,43839,47442,382053,10876,332445,10592,208591,34340,1580,19264,71395,498,100
Orissa,Kandhamal,20.09287862,84.02216353,390,ORISSA,733110,359945,373165,399786,233900,165886,115544,56987,58557,392820,190506,202314,355349,193515,161834,377761,162932,11946,101250,580300,2138,148895,82,290,47,23,1335,6938,28736,768,6609,218446,24489,242935,108606,145604,48856,21351,14962,436625,177471,117777,66979,1278,24424,11947,2556,31279,1182,19477,37068,3233,16664,19176,156795,9613,53314,4276,72567,16935,5038,8309,15761,251,104
Orissa,Kendrapara,20.60631982,86.83763248,379,ORISSA,1440361,717814,722547,1089265,579970,509295,309780,155531,154249,9484,4748,4736,466890,386382,80508,973471,143864,16544,157218,1386792,50247,1423,169,62,52,24,1592,15879,173107,1628,11836,414749,23494,438243,218444,357621,203472,76449,75926,771284,374559,290894,189402,2686,57287,37980,4759,162310,2095,96234,172218,5149,53594,58387,318778,5112,272980,2531,139858,57321,791,26190,78721,455,101
Orissa,Khordha,20.05416232,85.52234834,386,ORISSA,2251673,1167137,1084536,1749936,957515,792421,297472,151528,145944,115051,59094,55957,792193,645880,146313,1459480,116274,39471,543786,2147632,84060,12527,1264,475,476,434,4805,160277,349860,35701,75588,331834,356895,688729,276378,445785,295099,177974,247498,1199521,653346,391701,325139,33514,87424,165342,16692,271314,56193,253754,324544,36538,230931,230413,361364,102422,167624,1916,149118,230972,3174,147354,102035,550,93
Orissa,Koraput,18.82627795,82.8127847,398,ORISSA,1379647,678809,700838,568090,340843,227247,196540,96789,99751,697583,337373,360210,693406,384053,309353,686241,290626,14416,181170,1294151,8850,68550,518,219,491,3384,3484,39631,85766,3988,17294,381789,78339,460128,158847,158653,60589,32257,29000,818578,348803,207206,112569,6922,36148,37192,4832,72881,6604,60021,87649,9936,74594,58682,294487,30413,203233,7286,172539,46292,1783,53017,74178,437,103
Orissa,Malkangiri,18.2522793,81.98293636,399,ORISSA,613192,303624,309568,244706,147001,97705,138295,70052,68243,354614,171717,182897,310666,170495,140171,302526,106353,7725,45328,600219,1871,10039,213,43,195,35,577,4738,24604,448,3908,167884,15839,183723,60913,64683,19031,8487,5585,381913,146355,83284,62048,820,18860,10535,766,25105,578,16397,26853,982,14559,12839,128850,5901,109087,1826,78733,7862,913,8613,15899,176,102
Orissa,Mayurbhanj,21.89762155,86.40304081,376,ORISSA,2519738,1256213,1263525,1369397,794171,575226,184682,92127,92555,1479576,730487,749089,1223534,697782,525752,1296204,568755,113808,302199,2113079,33706,15008,661,162,109,351714,5299,29031,140189,2950,17999,689110,64479,753589,283489,390037,214921,92060,72847,1449729,650135,414076,418435,6279,74035,62502,6698,151621,4642,83167,166662,8343,61298,109355,559038,17104,292400,14014,236825,96329,2987,37517,98896,799,101
Orissa,Nayagarh,20.19289562,85.056147,385,ORISSA,962789,502636,460153,688362,392333,296029,136399,69813,66586,58691,29173,29518,343633,284591,59042,619156,120129,17557,122925,955754,5278,383,107,33,24,12,1198,11159,124984,1163,8278,261646,26688,288334,174904,227102,90089,36951,33148,502136,262086,196994,141578,2270,15421,24290,3710,81278,1529,50425,88288,3300,30424,43798,219723,7144,109314,3326,131308,27799,929,32053,66154,306,92
Orissa,Nuapada,20.47130951,82.59152537,394,ORISSA,610382,301962,308420,299383,180903,118480,82159,40742,41417,206327,100469,105858,305438,168155,137283,304944,149834,8641,52271,601092,4952,1778,724,76,905,22,833,6414,43976,757,4221,197258,11869,209127,64389,114394,51886,19577,10131,344075,152681,112325,107595,1346,16882,12482,1254,36291,1029,21975,38600,1055,15564,23219,152129,3851,123116,5110,86403,11802,770,16217,19366,52,102
Orissa,Puri,19.83509175,85.8669899,387,ORISSA,1698730,865380,833350,1291939,704857,587082,325133,164366,160767,6129,3240,2889,621676,498461,123215,1077054,163942,25115,259858,1644905,46094,4239,193,243,94,302,2660,33331,201605,3416,16006,402014,72210,474224,251520,413605,179086,84374,87000,888134,477430,328666,244309,4693,51221,57033,7427,161039,4984,118112,178144,9678,83906,87997,343935,17603,277955,9700,119440,123180,13210,34363,74251,515,96
Orissa,Rayagada,19.29284002,83.4586012,396,ORISSA,967911,471960,495951,407735,241959,165776,139514,68068,71446,541905,259040,282865,467122,258032,209090,500789,248175,9959,109723,874445,4607,84916,219,249,123,44,3308,24924,61543,1553,9166,237343,49205,286548,84956,97387,46001,21439,17681,577569,245766,140825,80566,2090,11774,19440,3016,48672,2465,42998,56834,5146,38841,33500,201492,17683,147814,4451,125025,26498,645,41952,53070,290,105
Orissa,Sambalpur,21.51575238,84.34958483,372,ORISSA,1041099,526877,514222,703691,393192,310499,191827,96511,95316,355261,177565,177696,505840,313161,192679,535259,160798,59288,198954,964188,20120,50637,2506,310,86,1117,2135,33612,126498,5231,14521,220697,94798,315495,133005,185289,108455,50705,45828,565700,286575,186726,176565,5946,18670,47662,4343,91751,8681,91058,104722,8628,56306,56878,212516,27844,134592,3968,116059,57438,2190,60077,62261,282,98
Orissa,Sundargarh,22.06354819,84.50524819,374,ORISSA,2093437,1061147,1032290,1342322,750147,592175,191660,96465,95195,1062349,526856,535493,873227,584687,288540,1220210,253327,26970,408657,1532352,71391,385011,5713,710,721,89986,7553,77581,223537,12787,35024,387911,230151,618062,208100,350349,243386,120373,94710,1188918,573238,324436,341323,14641,58867,102703,9691,191015,20964,164585,214427,13721,139057,132466,356607,73640,264763,5288,192348,118116,2333,93762,103204,564,97
Puducherry,Karaikal,10.87616173,79.82369794,637,PONDICHERRY,200222,97809,102413,154916,79903,75013,35348,17206,18142,0,0,0,68301,53139,15162,131921,13077,1327,51525,152638,28835,18391,46,63,54,14,181,28366,47880,1868,4870,35618,33715,69333,18943,32899,29456,15930,18998,102333,60089,37434,27503,2550,18161,19793,2218,29352,3646,38869,38555,6985,34908,30326,33788,12831,4236,3,18664,30082,2,45373,1788,407,105
Puducherry,Mahe,12.00642079,75.28275022,636,PONDICHERRY,41816,19143,22673,36470,16610,19860,144,77,67,0,0,0,11802,9093,2709,30014,82,69,11608,27940,12856,958,3,21,14,3,21,3632,7150,574,1484,0,12110,12110,2948,6043,8773,5711,4475,19760,12543,9428,868,858,3632,1747,777,2954,817,6488,6913,3182,7105,7041,6569,494,147,3,452,6694,0,1604,140,510,118
Puducherry,Yanam,16.70769565,82.26187304,634,PONDICHERRY,55626,27301,28325,39274,19919,19355,8427,4100,4327,0,0,0,16760,14047,2713,38866,3324,146,12999,53537,1191,873,3,1,4,4,13,10399,12859,207,597,0,15519,15519,3804,10954,8044,4101,3836,31973,15235,8402,6523,226,495,2571,286,7023,379,7393,7831,522,11899,10895,6947,5816,1,2,2450,10560,0,13301,1,510,104
Punjab,Amritsar,31.54867982,74.79883857,49,PUNJAB,2490656,1318408,1172248,1684770,932981,751789,770864,405977,364887,0,0,0,917856,735195,182661,1572800,121599,41642,629998,690939,12502,54344,1716935,876,3152,1044,10864,279993,461231,29961,63864,275477,385476,660953,197944,313874,328229,203656,142399,1384987,667193,436496,286368,56185,71084,225063,26625,313792,49521,413460,379572,39155,430958,379230,430041,41576,253217,255,26122,447498,176,218410,127669,262,89
Punjab,Bathinda,30.19052461,75.05685898,46,PUNJAB,1388525,743197,645328,844868,488261,356607,450473,236936,213537,0,0,0,549986,432988,116998,838539,128382,14938,265131,380569,16299,2474,984286,246,1266,559,2826,118427,255650,11284,32253,218159,137563,355722,117795,182796,163928,96329,70240,754927,377707,255283,176384,36173,43415,106010,11356,174630,24238,204051,215302,29316,241449,232629,235988,21224,105388,1530,39408,211601,1256,151659,43730,160,87
Punjab,Faridkot,30.59118725,74.79751554,45,PUNJAB,617508,326671,290837,381285,215767,165518,240328,126567,113761,0,0,0,221555,185049,36506,395953,54058,8225,106042,141363,3125,1227,469789,155,1109,103,637,62103,113549,4348,12276,99946,58917,158863,53734,89433,75419,48360,29838,336540,164962,113721,82761,15528,16469,51638,5047,74148,9745,93053,95758,16563,107033,99988,109071,6142,65489,1163,11352,95315,27,48872,11685,76,89
Punjab,Fatehgarh Sahib,30.64290947,76.36208395,40,PUNJAB,600163,320795,279368,426033,238696,187337,192493,101882,90611,0,0,0,214783,182777,32006,385380,21389,8048,141101,152851,16808,1698,427521,48,178,251,808,64037,113683,5138,14294,117559,57337,174896,51897,102257,95073,59555,34990,321018,166781,111028,84834,18239,13863,63700,6773,75475,11551,98080,98401,16153,104467,99858,101426,11510,68438,75,8403,104951,34,44186,47359,67,87
Punjab,Firozpur,30.63407535,74.40245732,43,PUNJAB,2029074,1071637,957437,1227511,707070,520441,855726,445461,410265,0,0,0,756695,596406,160289,1272379,227971,14679,322360,906408,6844,19358,1090815,454,1143,278,3774,141899,349662,10042,31070,348522,153868,502390,196971,306838,221806,147698,82448,1171770,525459,331259,237901,37105,48714,148610,14135,241473,22046,277615,290671,35063,303760,274015,344538,17695,196377,3947,55030,286759,1153,161386,47667,235,89
Punjab,Gurdaspur,32.04283371,75.32040644,35,PUNJAB,2298323,1212617,1085706,1634719,907660,727059,580576,304894,275682,0,0,0,757138,637652,119486,1541185,100684,30903,477639,1074332,27667,176587,1002874,405,580,812,15066,244468,411216,14428,38445,420860,185488,606348,180897,315156,372317,243539,104345,1261421,611353,423301,280874,32484,49368,194705,50731,235958,26895,365644,336075,49386,360051,258924,409745,14231,298315,347,30846,393314,148,124910,89511,269,90
Punjab,Hoshiarpur,31.5515717,75.84698574,38,PUNJAB,1586625,809057,777568,1199699,637927,561772,557504,284322,273182,0,0,0,499822,412506,87316,1086803,74362,15990,319698,1000743,23089,14968,538208,3476,2034,531,3576,201675,319930,13747,34328,422673,128592,551265,143871,256127,301435,176013,93618,831741,422782,330671,227316,33720,62295,166862,24372,194786,27207,285904,278411,59253,285730,210621,303081,17651,145269,125,37705,278909,128,177302,52828,167,96
Punjab,Jalandhar,31.25033691,75.54400351,37,PUNJAB,2193590,1145211,1048379,1622537,882581,739956,854444,442124,412320,0,0,0,774472,639484,134988,1419118,66664,29762,592351,1394329,30233,26016,718363,11385,4011,805,8448,299449,446200,39082,79134,330339,377791,708130,183441,333736,339758,216646,162965,1159156,616431,416449,286365,72374,132632,238203,32474,283455,65696,401189,395069,79140,422876,392909,378807,61615,151053,113,35640,409159,60,297183,80682,201,92
Punjab,Kapurthala,31.33659264,75.47641166,36,PUNJAB,815168,426311,388857,576567,316254,260313,276707,143901,132806,0,0,0,284165,235562,48603,531003,42387,9861,176665,336124,10190,5445,453692,6662,553,334,2168,110555,161206,9732,23145,165433,95770,261203,71698,127031,128828,77442,48221,433331,222324,157833,107044,23561,37410,90508,10324,110664,18981,144945,145116,24128,149071,137713,141816,18924,75439,119,14783,145612,53,87546,42939,81,91
Punjab,Ludhiana,30.76596397,75.83110852,41,PUNJAB,3498739,1867816,1630923,2560225,1428348,1131877,923358,487839,435519,0,0,0,1284822,1053600,231222,2213917,98646,71667,973772,1502403,77713,16517,1863408,2007,19620,1254,15817,488757,703624,58589,123400,395032,641789,1036821,277247,488129,527568,318876,272280,1901528,980046,614258,461137,120172,121375,360662,57191,433701,101595,604959,606726,115834,669232,667902,570487,127020,269706,310,43609,660590,216,438455,127188,336,87
Punjab,Mansa,29.91954771,75.43049229,47,PUNJAB,769751,408732,361019,423560,244037,179523,258878,136311,122567,0,0,0,328512,230739,97773,441239,90367,13442,118740,156539,10375,917,598443,123,1577,493,1284,39414,140099,2673,10085,145603,50786,196389,75708,106162,85953,48663,27461,420050,200882,146103,90845,12805,13053,48117,5059,96462,6347,102314,111889,10368,128019,99571,140422,4905,69458,1205,23021,108275,108,71808,25087,106,88
Punjab,Moga,30.75654007,75.16008451,42,PUNJAB,995746,525920,469826,627889,348549,279340,363417,192418,170999,0,0,0,359172,292379,66793,636574,82397,18098,167055,158414,9388,3277,818921,178,436,365,4767,89445,183396,7897,21662,214295,74144,288439,98764,158812,128693,85642,37417,535408,258826,194768,140084,26253,31170,85167,10114,123059,15888,152610,155841,22668,171503,167596,178205,9104,91646,209,25433,151928,199,91608,71851,128,89
Punjab,Muktsar,30.31243303,74.55187477,44,PUNJAB,901896,475622,426274,524848,300401,224447,381554,200473,181081,0,0,0,335326,272699,62627,566570,111014,5187,132560,254920,4333,1681,638625,240,744,433,920,76441,166585,4571,14077,149507,74650,224157,90240,137470,104682,62612,36905,495167,242628,162297,109666,23185,27409,62205,5945,110506,10160,130482,135144,18693,152188,133635,159581,9169,72452,1632,27435,125869,205,94584,2897,113,90
Punjab,Patiala,30.21454038,76.27505894,48,PUNJAB,1895686,1002522,893164,1266791,711052,555739,465359,244503,220856,0,0,0,660267,549661,110606,1235419,89123,23647,434315,783306,40043,5683,1059944,245,1914,1410,3141,209192,352929,24274,55105,299279,218090,517369,173890,283837,256826,157435,141947,1042519,517079,335100,253101,57008,59162,193945,19894,241577,46072,308440,303548,42077,327085,309524,325608,28546,144431,213,39120,306941,161,207661,119054,241,89
Punjab,Rupnagar,30.91093733,76.53743501,51,PUNJAB,684627,357485,327142,502731,278534,224197,180905,94334,86571,0,0,0,233676,186910,46766,450951,21520,12321,154195,304481,14492,2094,361045,118,653,143,1601,67749,129123,6600,17542,148162,60537,208699,53005,107715,116836,68794,38823,365300,185424,131707,95548,17248,18003,72313,9268,85617,13714,111937,114425,19540,114310,88385,114943,14317,45581,218,17770,107694,86,80769,16514,90,92
Punjab,Sangrur,30.1850452,75.89437014,53,PUNJAB,1655169,878029,777140,1002077,570413,431664,461609,244231,217378,0,0,0,568758,485129,83629,1086411,91799,18578,301190,389410,179116,2406,1077438,268,3222,1038,2271,135280,305557,10736,30955,292156,156788,448944,163251,250833,220210,130155,73636,904316,435148,311621,240629,35264,28532,146931,29806,166643,23004,244837,252535,56086,282915,259912,294479,15033,153898,321,41855,255649,411,150522,120978,190,89
Rajasthan,Ajmer,26.19930038,74.69904192,119,RAJASTHAN,2583052,1324085,1258967,1526673,926268,600405,478027,243750,234277,63482,32408,31074,1053722,686149,367573,1529330,145523,35602,573741,2201663,314159,10605,6799,417,45614,184,3611,171799,393498,13499,41732,409335,274919,684254,379043,394576,200191,130608,172683,1561077,629951,388040,187324,24509,93013,175460,14510,307831,29286,250461,363250,40909,305048,204571,437083,40066,149028,324,150655,194127,13917,247504,12999,372,95
Rajasthan,Alwar,27.55271738,76.65359631,104,RAJASTHAN,3674179,1939026,1735153,2182476,1359829,822647,653036,342938,310098,289249,153397,135852,1708542,994171,714371,1965637,216772,34562,558317,3039279,547335,2696,64532,4384,13221,348,2384,123478,485723,9750,45770,782294,212967,995261,492781,492981,324050,230415,222622,2346721,836000,490137,242678,30207,108846,179435,18353,425909,22416,258862,477446,33184,330836,172919,595153,27599,376001,169,259700,216309,7856,189088,196407,544,89
Rajasthan,Banswara,23.45364203,74.44246868,125,RAJASTHAN,1797485,907754,889731,829343,513854,315489,80091,40639,39452,1372999,690476,682523,916574,482236,434338,880911,199370,19818,150817,1701234,48834,22250,427,138,22613,109,1880,34189,120603,2324,15062,390437,39407,429844,240067,190259,75011,50438,47094,1153029,406214,216554,39865,5287,23743,45930,2982,96893,4888,48693,108760,8885,72390,45574,352341,10180,260885,4482,147013,56756,1411,38137,13454,286,98
Rajasthan,Baran,24.98023243,76.86210652,128,RAJASTHAN,1222755,633945,588810,693307,432607,260700,221184,114969,106215,276857,143094,133763,552583,329754,222829,670172,185037,15258,135750,1133349,79984,1432,3066,84,2795,48,1997,32685,161310,1363,9491,249184,69804,318988,203489,194024,76209,46847,49939,762204,286344,173100,61129,5741,22480,59954,4185,140980,3107,88344,150412,5247,92962,42258,223828,13069,158878,463,115070,60902,1020,57191,51719,202,93
Rajasthan,Barmer,25.77070908,71.50297126,115,RAJASTHAN,2603751,1369022,1234729,1188322,783461,404861,436414,228431,207983,176257,92610,83647,1202482,696240,506242,1401269,132696,30565,284961,2244882,321192,1157,450,157,34010,34,1869,39580,126494,2766,37730,542825,55980,598805,406804,352636,101291,52272,39533,1731122,527629,326476,47366,27009,69144,39804,7606,278070,5298,52926,299183,13507,234694,66597,436661,8087,66514,614,213099,56954,104756,95785,54551,426,90
Rajasthan,Bharatpur,27.32411858,77.21752077,105,RAJASTHAN,2548462,1355726,1192736,1480869,943910,536959,557305,296293,261012,54090,28705,25385,1071154,647198,423956,1477308,238894,25068,306198,2143046,371286,1576,23456,899,5758,18,2423,61113,288723,4179,26106,479437,129697,609134,363676,330336,211938,147520,132571,1659515,546362,329127,152915,10349,44465,99846,10763,278181,8429,160190,303255,14311,198184,85903,411145,8732,202167,92,146614,103790,2861,101103,47246,408,88
